comp_id,CHEMBL286,smiles
CHEMBL1644463,1,CC(C)S[C@H](NC(=O)[C@@H](C[C@H](O)[C@@H]1COCc2cccc(c2)C(c2ccccc2)NC(=O)c2cc(cc(N(C)S(C)(=O)=O)c2)C(=O)N1)C(C)C)C(=O)NCc1ccccc1
CHEMBL1215159,0,O=C(NC(c1ccccc1)c1ccccc1)c1ccc(-c2cccc(O)c2)s1
CHEMBL575232,0,Nc1ncccc1CCc1cccc(Cl)c1
CHEMBL121731,1,O=C(/C=C/c1ccccc1)N[C@H]1COC(=O)CCC[C@H](CN2CCOCC2)OC(=O)[C@H](O)[C@H](CC2CCCCC2)NC1=O
CHEMBL3404001,1,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2OC(=O)N(C)Cc2cccc3ccccc23)C(C)C)ccc1OC
CHEMBL545117,0,COc1ccc(C[C@H](NC(=O)CC(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](CC2CCCCC2)C(=O)C(F)(F)CN)cc1.Cl
CHEMBL1782320,0,N#Cc1c(NC(=O)COC(=O)CSc2nc(-c3ccccc3)cc(-c3ccccc3)n2)sc2c1CCCC2
CHEMBL53115,1,CC(C)[C@@H](O)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)c1nc2ccccc2[nH]1
CHEMBL582044,0,NC1=NC(c2ccccc2)(c2ccccc2)C2=NCCCN12
CHEMBL3639827,0,NC1=N[C@](c2cc(NC(=O)c3nn(C(F)F)cc3Cl)cc(F)c2F)(C(F)F)[C@@H]2C[C@@H]2O1
CHEMBL103734,1,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)NCC/N=C(/N)S)C(C)C
CHEMBL290605,1,CCCN1C[C@@H]([C@H](O)[C@H](CC2CCCCC2)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)OC1=O
CHEMBL3403984,1,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2OCc2cccc(OC)c2)C(C)C)ccc1OC
CHEMBL24423,1,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CCN1C(=O)CSc2ncccc21)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(=O)NCCCn1ccnc1
CHEMBL3143484,1,CC[C@H](C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)COP(=O)(O)O)C(C)C)C(=O)NCc1ccccn1
CHEMBL239320,1,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)O2
CHEMBL1215230,0,O=C(NC(c1ccccc1)c1ccccc1)c1ccc(-c2cccc(CO)c2)s1
CHEMBL217068,0,N=C(N)NC(=O)Cn1c(-c2ccccc2)ccc1-c1ccccc1
CHEMBL1824946,1,Cc1cccc(C)c1Oc1c(C(=O)N2CCN[C@@H](C)C2)c2ncccc2n1-c1ccccc1
CHEMBL1270469,1,Cc1c(F)cccc1Oc1c(C(=O)N2CCNCC2)c2ccccc2n1-c1ccccc1
CHEMBL4111134,1,COC(=O)NCCOc1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc2ccccc12
CHEMBL4209602,1,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)C3CCNC3)C2)c1
CHEMBL421788,1,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)[C@@H](O)CSC(C)C
CHEMBL1234078,1,COCCc1ccc(Cl)c(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)nc2)C2CC2)c1
CHEMBL3683850,0,N#Cc1ccc(C(=O)Nc2ccc(Cl)c([C@]3(C(F)F)N=C(N)O[C@H]4C[C@H]43)c2)nc1
CHEMBL1164127,0,CC1CCN(S(=O)(=O)c2ccc3[nH]c(=O)cc(C(=O)NCCCN4CCCC4)c3c2)CC1
CHEMBL1790063,1,CC[C@@H](C)[C@H](NC(=O)[C@@H](CC(O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)Cc1ccccc1)C(C)C)C(=O)N(C)c1ccccn1
CHEMBL338764,1,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)N[C@H]1COC(=O)CCCOC(=O)[C@H](O)[C@H](CC2CCCCC2)NC1=O
CHEMBL3903316,1,COCCCOc1cc(C)cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c1
CHEMBL1215447,0,NC(=O)C(Cc1ccccc1)NC(=O)c1ccc(-c2cccc(O)c2)c(O)c1
CHEMBL3142322,1,COC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)Nc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C
CHEMBL4207673,1,CCc1cccc(-c2c(Cl)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)[C@@H]3CC[C@H](NC)C3)C2)c1
CHEMBL1910292,1,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)cc(OCCOC)c1
CHEMBL1215232,0,O=C(NC(c1ccccc1)c1ccccc1)c1ccc(-c2cccc3[nH]ccc23)s1
CHEMBL3640021,0,Cc1cn2cc(-c3ccc4c(c3)C3(COC(N)=N3)C3(COC3)C3(CCC3)O4)ccc2n1
CHEMBL1824902,1,COc1cc2c(cn1)c(C(=O)N1CCN[C@@H](CO)C1)c(Cc1cccc(F)c1C)n2C1CCCCC1
CHEMBL140422,1,CCP(=O)(CC)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)C1CCCC1
CHEMBL455667,0,C=C(C)[C@H](CCC(C)(C)O)Cc1c(O)cc(OC)c2c1O[C@H](c1ccc(O)cc1O)CC2=O
CHEMBL1163651,0,CSc1ccc(C(O)C(CO)NC(=O)c2cc3c(n(-c4ccc(Cl)cc4)c2=O)CC(C)(C)CC3=O)cc1
CHEMBL1824945,1,Cc1cccc(C)c1Oc1c(C(=O)N2CCN[C@@H](C)C2)c2ncccc2n1C1CCCCC1
CHEMBL1821807,0,Nc1ccc2cc(C3CCCCC3)ccc2n1
CHEMBL1203096,1,CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)CCNC(=O)[C@@H](Cc1ccccc1)NC(=O)CC(C)(C)N)C(=O)NCc1cnc(C)nc1N.Cl.Cl
CHEMBL23501,1,CC(C)(C)OC(=O)NCC#CCC(NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCOCC1)C(=O)NC(CC1CCCCC1)[C@@H](O)CC(=O)N1CCOC(CCN)C1
CHEMBL1910547,1,O=C([C@H]1CNCC[C@]1(OCC(O)CO)c1ccc(F)c(F)c1)N(Cc1cn(Cc2cccc(F)c2)c2cccc(F)c12)C1CC1
CHEMBL3683914,0,NC1=N[C@@](c2cc(NC(=O)c3coc(CF)n3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1
CHEMBL1818062,1,COC(=O)NCCC[C@@](O)(c1cccc(F)c1-c1cccc(C)c1)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1
CHEMBL196119,1,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2ccc(F)c(C)c2)cc1
CHEMBL1083184,0,C[C@@H](NC(=O)c1cc(CCC[C@](N)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1
CHEMBL401832,0,N/C(=N/C(=O)Cn1c(-c2ccccc2)ccc1C12CC3CC(CC(C3)C1)C2)NCC(O)CO
CHEMBL3349575,1,CC(C)OC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CC(=O)N1CCOCC1)Cc1cccc2ccccc12
CHEMBL402122,0,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CCCC2)cc(N2CCCC2=O)c1
CHEMBL1910291,1,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(Cl)c(F)c2)C2CC2)cc(OCCOC)c1
CHEMBL3143453,1,CC(C)CNC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C
CHEMBL343782,1,CCCC[C@H](NC(=O)[C@@H](CC(=O)N1CCN(C)CC1)Cc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)CC(C)C
CHEMBL3143476,1,CC[C@H](C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CC[C@H](N)C(=O)O)C(C)C)C(=O)NCc1ccccn1
CHEMBL313089,0,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CSCNC(C)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C
CHEMBL1808233,1,CCCCCC(=O)NCC(C)(C)CNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C
CHEMBL2048702,1,CCCCNC(=O)[C@@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(C)C.O=C(O)/C=C/C(=O)O
CHEMBL361660,0,Cc1ccc2nc(N)ccc2c1
CHEMBL118686,1,CCCCC(NC(=O)[C@H](Cc1ccccc1)OC(=O)N1CCC(N)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CCSc1ccccn1
CHEMBL3688671,0,NC1=N[C@@](c2cc(NC(=O)C3=CCCCC3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1
CHEMBL2396987,0,C[C@@]1(c2ccccc2)CCSC(N)=N1
CHEMBL47878,0,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@@H](C)Cc1ccccc1
CHEMBL118178,1,CSC[C@H](NC(=O)[C@H](Cc1ccccc1)OC(=O)N1CCC(N)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CSc1nc[nH]n1
CHEMBL401474,0,CC(C)Nc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1
CHEMBL3327247,0,Cc1ccc2oc(=O)c(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1
CHEMBL1221978,0,CC(C)NC(=O)CCCn1c(N)nc2cc(Cl)ccc21
CHEMBL42373,1,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CC(C)(C)CCCc1cccc2ccccc12
CHEMBL1923118,1,O=C([C@H]1CNCC[C@@]12OCc1cc(F)c(F)cc12)N(Cc1cccc(C(F)(F)F)c1Cl)C1CC1
CHEMBL285207,1,COC(=O)[C@H](NC(=O)[C@H](Cc1ccccc1)NS(=O)(=O)N1CCOCC1)C(=O)N[C@@H](CC1CCCCC1)C(O)C(F)(F)C(=O)NCCN1CCOCC1
CHEMBL4126453,1,COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(=O)N3CCOCC3)C2)nnc1-c1ccccc1
CHEMBL3633127,1,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cn2cc(C3CC3)nn2)C(C)C)C(C)C)ccc1OC.Cl
CHEMBL1818058,1,COCCCC[C@@](O)(c1cccc(Cl)c1-c1cccc(C)c1)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1
CHEMBL333369,1,CCCCC1CCCC(=O)OC[C@H](NC(=O)C(Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)C(=O)O1
CHEMBL3318935,1,COCCCn1cc(CN(C(=O)[C@H]2CNC[C@@H](C(=O)NCCC(C)C)C2)C2CC2)c2ccccc21
CHEMBL3693248,0,N=C1NC(CF)(c2cc(-c3cncc(F)c3)c(CO)cc2F)C2CC2O1
CHEMBL438100,1,CC[C@H](C)[C@H](NC(=O)CC(O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
CHEMBL1076463,1,COc1cccc(CN(C(=O)C2=C(c3ccc(CCCOc4c(F)ccc(F)c4Cl)cc3)CCNC2)C2CC2)c1C
CHEMBL3143442,1,CCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)[C@@H](C)CC)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
CHEMBL506268,1,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(OCCOc4c(Cl)cc(C)c(C)c4Cl)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1
CHEMBL1165107,0,CCCC1C(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)=CN(CC(=O)OC(C)C)C=C1C(=O)OC(C)(C)C
CHEMBL1808229,1,CCC(=O)NCC(C)(C)CNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C
CHEMBL154897,1,CC(=O)OCC[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)C[C@H](NC(=O)CC(C)C)C(=O)O)C(=O)NCC(C)C
CHEMBL1269692,1,Cc1cc(Cl)c(OCCOc2ccc([C@H]3CCNC[C@@H]3C(=O)N(Cc3cc(CNC(=O)CC(F)(F)F)ccc3Cl)C3CC3)cc2)c(Cl)c1
CHEMBL1164743,0,O=C(Nc1ccccc1C(=O)NCC(O)CNC(=O)c1ccccc1NC(=O)c1ccccc1)c1ccccc1
CHEMBL268309,1,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCCN1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O
CHEMBL2437454,0,CN1C(=O)C[C@@](C)([C@@H]2C[C@H]2c2ccccc2)N=C1N.O=C(O)C(F)(F)F
CHEMBL1163427,0,CCCC1C(C(=O)NC(C)c2ccccc2)=CN(CC(=O)OC(C)C)C=C1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CC1
CHEMBL143410,1,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CN(C)C)NC(=O)[C@@H](CC(=O)N1CCOCC1)Cc1ccccc1
CHEMBL3650853,0,CC1(C)Oc2ccc(NC(=O)c3ccc(Cl)cn3)cc2[C@]2(COC(N)=N2)C12COC2
CHEMBL599965,0,CN1C(=O)C(c2ccccc2)(C2CCCCC2)N=C1N
CHEMBL92912,1,CCCCNC(=O)C(C)C[C@H](O)[C@@H](N)C[C@@H](CC)Cc1ccc(C(C)(C)C)cc1
CHEMBL1760863,0,O=S1(=O)C[C@@H](Cc2ccc(O)c(Br)c2)[C@H](O)[C@@H](NCc2ccccc2)C1
CHEMBL1504056,0,CCc1nnc(NC(=O)CSc2nc(-c3ccc(F)cc3)cc(-c3ccccc3)c2C#N)s1
CHEMBL239641,0,COc1cccc(-c2cccc(CC[C@@]3(C)CC(=O)N(C)C(N)=N3)c2)c1
CHEMBL2169924,0,Cn1c(N)nc([C@H]2C[C@H]2c2ccc(-c3cccc(C(N)=O)c3)cc2)cc1=O
CHEMBL4166588,0,Cl.Nc1ncnc2c1ncn2CCNCC/N=C/c1ccc(O)cc1O
CHEMBL502289,0,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cncc(C#N)c2)cc(N2CCCCS2(=O)=O)c1
CHEMBL3144506,1,C=C(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CO)NC(=O)OC(C)(C)C)C(=O)NCCC(C)C
CHEMBL4213339,1,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)C3CNCCO3)C2)c1
CHEMBL1825187,1,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2ccnc(Cc3ccccc3)c2n1-c1ccccc1
CHEMBL449458,1,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(Cc3cccc(Cl)c3)C3CC3)[C@H]3CN(C(C)=O)C[C@@H](C2)N3)cc1
CHEMBL1269749,1,CC(=O)NCCc1ccc(Cl)c(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCc3cc(-c4c(F)ccc(F)c4Cl)no3)cc2)C2CC2)c1
CHEMBL3350189,1,CC[C@H](C)[C@H](NC(=O)[C@H](C(C)C)[C@@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)COc1cccc2ccccc12)C(=O)NCc1ccccn1
CHEMBL3143483,1,CC[C@H](C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CCCOP(=O)(O)O)C(C)C)C(=O)NCc1ccccn1
CHEMBL2322830,0,O=C(Cc1ccc(-c2ccccc2)cc1)NCc1ccc(CN2Cc3ccccc3C2)cc1
CHEMBL3318937,1,COCCCn1cc(CN(C(=O)[C@H]2CNC[C@@H](C(=O)N[C@H](CCO)c3ccccc3)C2)C2CC2)c2ccccc21
CHEMBL3142330,1,COC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](COCc1cccnc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C
CHEMBL1163652,0,Clc1ccc(/C=N/Nc2nc(NCc3ccc(Cl)cc3)nc(N3CCOCC3)n2)cc1
CHEMBL28050,1,CC[C@@H](C)CNC(=O)[C@@H](CC(O)[C@H](CC(C)C)NC(=O)[C@@H](CC(=O)O)NC(=O)COc1ccccc1)C(C)C
CHEMBL406111,0,CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCCN)C(N)=O
CHEMBL1163700,0,CCOc1cc(C2C(C(=O)OCc3ccccc3)=C(C)NC3=C2C(=O)CC(C)(C)C3)cc(Br)c1O
CHEMBL26076,1,CC[C@@H](C)CNC(=O)[C@@H](NC(O)[C@@H](CC(=O)[C@H](CC(=O)O)NC(=O)COc1ccccc1)CC1CCCCC1)C(C)C
CHEMBL298299,1,COC(=O)CP(=O)(O)C(CC(C)C)NC(=O)C(C)NC(=O)CC(O)C(CC(C)C)NCC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1
CHEMBL354969,1,CC(C)C[C@H](NC(=O)CC(O)[C@H](CC(C)C)NC(=O)CC(O)C(O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccc1
CHEMBL3142784,1,COC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OCc1ccccc1)C(C)C
CHEMBL1824135,0,CCn1cc(C2(c3ccc(F)c(-c4cncnc4)c3)N=C(N)N(C)C2=O)cn1
CHEMBL1276273,1,CCC(C)C[C@H](NC(=O)[C@@H](NC[C@@H](O)[C@@H](N)CCCc1ccc(-c2ccccc2)cc1)C(C)C)C(=O)NCCCc1ccccc1
CHEMBL2016937,1,O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1cc(-c2ccc(F)cc2Cl)no1
CHEMBL1258394,1,Cc1cc(Cl)c(OCCOc2ccc(CC(CN)c3ccc(-c4ccnc(N)c4)cc3C)cc2)c(Cl)c1
CHEMBL2419048,1,CC[C@@H](NC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1)c1cccc(F)c1.O=C(O)/C=C/C(=O)O
CHEMBL124540,1,Cc1ccc(NC(=O)Cc2ccccc2)cc1C(=O)NC(CC1CCCCC1)C(O)C(O)CC(C)C
CHEMBL3898408,0,CC(C)n1cc(Cl)c(C(=O)Nc2cnc(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)n1
CHEMBL454732,1,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(CCCOc4c(F)ccc(F)c4Cl)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1
CHEMBL1269681,1,Cc1cc(Cl)c(OCCOc2ccc([C@H]3CCNC[C@@H]3C(=O)N(Cc3cc(CNCC(F)F)ccc3Cl)C3CC3)cc2)c(Cl)c1
CHEMBL350359,0,CC(C)CC(=O)N[C@@H](Cc1ccccc1)C1OC1CC(=O)N[C@@H](CC(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NCc1ccccc1
CHEMBL1091463,0,CN1C(=O)C(c2ccncc2)(c2cccc(-c3cc(F)cc(F)c3)c2)N=C1N
CHEMBL279921,1,NCCC1CN(C(=O)C[C@H](O)C(CC2CCCCC2)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccccc2)NS(=O)(=O)N2CCOCC2)CCO1
CHEMBL4239247,0,COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@H](CS(C)(=O)=O)NC(=O)C2=NO[C@H]3OCC[C@@H]23)c1
CHEMBL2177489,0,CCCOc1cccc(CN2CC[C@]3(CNS(=O)(=O)N3c3cccc(F)c3)C[C@@H]2C)c1
CHEMBL62083,0,Nc1nccc2ccccc12
CHEMBL556783,1,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NC[C@H]2CCC(=O)N2)C(C)C)C(C)C)ccc1OC.Cl
CHEMBL343966,1,COP(=O)(OC)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)C1CCCC1
CHEMBL3349393,1,CC(C)C[C@H](NC(=O)CC(O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
CHEMBL1165549,0,CCCc1cc(=O)oc2c(C)c(OCC(=O)NCC(=O)NCC(=O)O)ccc12
CHEMBL261918,1,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)NCCCNC(C)=O)C(C)C
CHEMBL3127095,0,NC1=N[C@@]2(CO1)c1cc(-c3cncnc3)ccc1O[C@H]1CCOC[C@@H]12
CHEMBL1825177,1,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2nc(O)ccc2n1-c1ccccc1
CHEMBL584926,0,COc1ccc(C2(c3ccc(F)c(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cc1C
CHEMBL1210353,0,CS(=O)(=O)N(c1ccncc1)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)c1
CHEMBL4073296,0,CO[C@@H]1CCN(Cc2cc([C@]3(C)CCSC(N)=N3)c(F)cc2F)C1
CHEMBL1910301,1,COCCCc1ccc(F)c2c(CN(C(=O)[C@H]3CNCC[C@]3(O)c3ccc(F)c(F)c3)C3CC3)c[nH]c12
CHEMBL3400454,1,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NC(=O)NCc2ccccc2)C(C)C)ccc1OC
CHEMBL3925243,0,CNC(=O)c1ccc(C#Cc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1
CHEMBL2387559,1,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)Nc1ncc(F)cc1F.O=C(O)/C=C/C(=O)O
CHEMBL1923123,1,O=C([C@H]1CNCC[C@@]12OCc1cc(F)c(F)cc12)N(Cc1nccc2ccccc12)C1CC1
CHEMBL1818061,1,COC(=O)NCCO[C@@H](c1cccc(F)c1-c1cccc(C)c1)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1
CHEMBL3908739,0,COC1CCN(C(=O)Nc2ccc(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)CC1
CHEMBL3109551,0,COc1cccc(C2(c3cccc(OC)c3)NC(=N)N(C3CCCCC3)C2=O)c1
CHEMBL1164435,0,CCOc1cc(/C=N\NC(=O)COc2ccc(C)cc2)cc(I)c1O
CHEMBL1782313,0,Cc1nn(-c2ccccc2)c(Cl)c1C1Nc2ccccc2-c2nnc(SCc3ccccc3)nc2O1
CHEMBL1269672,1,COCCc1ccc(Cl)c(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1
CHEMBL1824634,1,CCCc1ccnc2c1c(C(=O)N1CCNCC1)c(Oc1c(C)cccc1C)n2-c1ccccc1
CHEMBL4108500,1,CCc1nc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc2c1cc(C(F)(F)F)n2CCCCO
CHEMBL1215160,0,Nc1cccc(-c2ccc(C(=O)NC(c3ccccc3)c3ccccc3)s2)c1
CHEMBL89930,1,CCCCNC(=O)C(C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(C(C)(C)C)cc1)C(C)C
CHEMBL432280,1,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@H](CC1CCCCC1)[C@H](O)[C@@H](O)CN=[N+]=[N-]
CHEMBL1076448,1,COc1cccc(CN(C(=O)C2=C(c3ccc(CCCOc4c(F)ccc(F)c4Cl)cc3)C3(CC3)CNC2)C2CC2)c1C
CHEMBL1257775,0,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2nc(C(C)(C)C)co2)CC1
